pokemon,url,pokedex_num,elem_1,elem_2,species,height_meters,weight_kg,male,female,hp,attack,defense,sp_atk,sp_def,speed,total
Kommo-o,https://pokemondb.net/pokedex/kommo-o,0784,Dragon,Fighting,Scaly Pokémon,1.6,78.2,50,50,75,110,125,100,105,85,600
Tapu Koko,https://pokemondb.net/pokedex/tapu-koko,0785,Electric,Fairy,Land Spirit Pokémon,1.8,20.5,0,0,70,115,85,95,75,130,570
Tapu Lele,https://pokemondb.net/pokedex/tapu-lele,0786,Psychic,Fairy,Land Spirit Pokémon,1.2,18.6,0,0,70,85,75,130,115,95,570
Tapu Bulu,https://pokemondb.net/pokedex/tapu-bulu,0787,Grass,Fairy,Land Spirit Pokémon,1.9,45.5,0,0,70,130,115,85,95,75,570
Tapu Fini,https://pokemondb.net/pokedex/tapu-fini,0788,Water,Fairy,Land Spirit Pokémon,1.3,21.2,0,0,70,75,115,95,130,85,570
Cosmog,https://pokemondb.net/pokedex/cosmog,0789,Psychic,,Nebula Pokémon,0.2,0.1,0,0,43,29,31,29,31,37,200
Cosmoem,https://pokemondb.net/pokedex/cosmoem,0790,Psychic,,Protostar Pokémon,0.1,999.9,0,0,43,29,131,29,131,37,400
Solgaleo,https://pokemondb.net/pokedex/solgaleo,0791,Psychic,Steel,Sunne Pokémon,3.4,230,0,0,137,137,107,113,89,97,680
Lunala,https://pokemondb.net/pokedex/lunala,0792,Psychic,Ghost,Moone Pokémon,4,120,0,0,137,113,89,137,107,97,680
Nihilego,https://pokemondb.net/pokedex/nihilego,0793,Rock,Poison,Parasite Pokémon,1.2,55.5,0,0,109,53,47,127,131,103,570
Buzzwole,https://pokemondb.net/pokedex/buzzwole,0794,Bug,Fighting,Swollen Pokémon,2.4,333.6,0,0,107,139,139,53,53,79,570
Pheromosa,https://pokemondb.net/pokedex/pheromosa,0795,Bug,Fighting,Lissome Pokémon,1.8,25,0,0,71,137,37,137,37,151,570
Xurkitree,https://pokemondb.net/pokedex/xurkitree,0796,Electric,,Glowing Pokémon,3.8,100,0,0,83,89,71,173,71,83,570
Celesteela,https://pokemondb.net/pokedex/celesteela,0797,Steel,Flying,Launch Pokémon,9.2,999.9,0,0,97,101,103,107,101,61,570
Kartana,https://pokemondb.net/pokedex/kartana,0798,Grass,Steel,Drawn Sword Pokémon,0.3,0.1,0,0,59,181,131,59,31,109,570
Guzzlord,https://pokemondb.net/pokedex/guzzlord,0799,Dark,Dragon,Junkivore Pokémon,5.5,888,0,0,223,101,53,97,53,43,570
Necrozma,https://pokemondb.net/pokedex/necrozma,0800,Psychic,,Prism Pokémon,2.4,230,0,0,97,107,101,127,89,79,600
Magearna,https://pokemondb.net/pokedex/magearna,0801,Steel,Fairy,Artificial Pokémon,1,80.5,0,0,80,95,115,130,115,65,600
Marshadow,https://pokemondb.net/pokedex/marshadow,0802,Fighting,Ghost,Gloomdweller Pokémon,0.7,22.2,0,0,90,125,80,90,90,125,600
Poipole,https://pokemondb.net/pokedex/poipole,0803,Poison,,Poison Pin Pokémon,0.6,1.8,0,0,67,73,67,73,67,73,420
Naganadel,https://pokemondb.net/pokedex/naganadel,0804,Poison,Dragon,Poison Pin Pokémon,3.6,150,0,0,73,73,73,127,73,121,540
Stakataka,https://pokemondb.net/pokedex/stakataka,0805,Rock,Steel,Rampart Pokémon,5.5,820,0,0,61,131,211,53,101,13,570
Blacephalon,https://pokemondb.net/pokedex/blacephalon,0806,Fire,Ghost,Fireworks Pokémon,1.8,13,0,0,53,127,53,151,79,107,570
Zeraora,https://pokemondb.net/pokedex/zeraora,0807,Electric,,Thunderclap Pokémon,1.5,44.5,0,0,88,112,75,102,80,143,600
Meltan,https://pokemondb.net/pokedex/meltan,0808,Steel,,Hex Nut Pokémon,0.2,8,0,0,46,65,65,55,35,34,300
Melmetal,https://pokemondb.net/pokedex/melmetal,0809,Steel,,Hex Nut Pokémon,2.5,800,0,0,135,143,143,80,65,34,600
Grookey,https://pokemondb.net/pokedex/grookey,0810,Grass,,Chimp Pokémon,0.3,5,87.5,12.5,50,65,50,40,40,65,310
Thwackey,https://pokemondb.net/pokedex/thwackey,0811,Grass,,Beat Pokémon,0.7,14,87.5,12.5,70,85,70,55,60,80,420
Rillaboom,https://pokemondb.net/pokedex/rillaboom,0812,Grass,,Drummer Pokémon,2.1,90,87.5,12.5,100,125,90,60,70,85,530
Scorbunny,https://pokemondb.net/pokedex/scorbunny,0813,Fire,,Rabbit Pokémon,0.3,4.5,87.5,12.5,50,71,40,40,40,69,310
Raboot,https://pokemondb.net/pokedex/raboot,0814,Fire,,Rabbit Pokémon,0.6,9,87.5,12.5,65,86,60,55,60,94,420
Cinderace,https://pokemondb.net/pokedex/cinderace,0815,Fire,,Striker Pokémon,1.4,33,87.5,12.5,80,116,75,65,75,119,530
Sobble,https://pokemondb.net/pokedex/sobble,0816,Water,,Water Lizard Pokémon,0.3,4,87.5,12.5,50,40,40,70,40,70,310
Drizzile,https://pokemondb.net/pokedex/drizzile,0817,Water,,Water lizard Pokémon,0.7,11.5,87.5,12.5,65,60,55,95,55,90,420
Inteleon,https://pokemondb.net/pokedex/inteleon,0818,Water,,Secret Agent Pokémon,1.9,45.2,87.5,12.5,70,85,65,125,65,120,530
Skwovet,https://pokemondb.net/pokedex/skwovet,0819,Normal,,Cheeky Pokémon,0.3,2.5,50,50,70,55,55,35,35,25,275
Greedent,https://pokemondb.net/pokedex/greedent,0820,Normal,,Greedy Pokémon,0.6,6,50,50,120,95,95,55,75,20,460
Rookidee,https://pokemondb.net/pokedex/rookidee,0821,Flying,,Tiny Bird Pokémon,0.2,1.8,50,50,38,47,35,33,35,57,245
Corvisquire,https://pokemondb.net/pokedex/corvisquire,0822,Flying,,Raven Pokémon,0.8,16,50,50,68,67,55,43,55,77,365
Corviknight,https://pokemondb.net/pokedex/corviknight,0823,Flying,Steel,Raven Pokémon,2.2,75,50,50,98,87,105,53,85,67,495
Blipbug,https://pokemondb.net/pokedex/blipbug,0824,Bug,,Larva Pokémon,0.4,8,50,50,25,20,20,25,45,45,180
Dottler,https://pokemondb.net/pokedex/dottler,0825,Bug,Psychic,Radome Pokémon,0.4,19.5,50,50,50,35,80,50,90,30,335
Orbeetle,https://pokemondb.net/pokedex/orbeetle,0826,Bug,Psychic,Seven Spot Pokémon,0.4,40.8,50,50,60,45,110,80,120,90,505
Nickit,https://pokemondb.net/pokedex/nickit,0827,Dark,,Fox Pokémon,0.6,8.9,50,50,40,28,28,47,52,50,245
Thievul,https://pokemondb.net/pokedex/thievul,0828,Dark,,Fox Pokémon,1.2,19.9,50,50,70,58,58,87,92,90,455
Gossifleur,https://pokemondb.net/pokedex/gossifleur,0829,Grass,,Flowering Pokémon,0.4,2.2,50,50,40,40,60,40,60,10,250
Eldegoss,https://pokemondb.net/pokedex/eldegoss,0830,Grass,,Cotton Bloom Pokémon,0.5,2.5,50,50,60,50,90,80,120,60,460
Wooloo,https://pokemondb.net/pokedex/wooloo,0831,Normal,,Sheep Pokémon,0.6,6,50,50,42,40,55,40,45,48,270
Dubwool,https://pokemondb.net/pokedex/dubwool,0832,Normal,,Sheep Pokémon,1.3,43,50,50,72,80,100,60,90,88,490
Chewtle,https://pokemondb.net/pokedex/chewtle,0833,Water,,Snapping Pokémon,0.3,8.5,50,50,50,64,50,38,38,44,284
Drednaw,https://pokemondb.net/pokedex/drednaw,0834,Water,Rock,Bite Pokémon,1,115.5,50,50,90,115,90,48,68,74,485
Yamper,https://pokemondb.net/pokedex/yamper,0835,Electric,,Puppy Pokémon,0.3,13.5,50,50,59,45,50,40,50,26,270
Boltund,https://pokemondb.net/pokedex/boltund,0836,Electric,,Dog Pokémon,1,34,50,50,69,90,60,90,60,121,490
Rolycoly,https://pokemondb.net/pokedex/rolycoly,0837,Rock,,Coal Pokémon,0.3,12,50,50,30,40,50,40,50,30,240
Carkol,https://pokemondb.net/pokedex/carkol,0838,Rock,Fire,Coal Pokémon,1.1,78,50,50,80,60,90,60,70,50,410
Coalossal,https://pokemondb.net/pokedex/coalossal,0839,Rock,Fire,Coal Pokémon,2.8,310.5,50,50,110,80,120,80,90,30,510
Applin,https://pokemondb.net/pokedex/applin,0840,Grass,Dragon,Apple Core Pokémon,0.2,0.5,50,50,40,40,80,40,40,20,260
Flapple,https://pokemondb.net/pokedex/flapple,0841,Grass,Dragon,Apple Wing Pokémon,0.3,1,50,50,70,110,80,95,60,70,485
Appletun,https://pokemondb.net/pokedex/appletun,0842,Grass,Dragon,Apple Nectar Pokémon,0.4,13,50,50,110,85,80,100,80,30,485
Silicobra,https://pokemondb.net/pokedex/silicobra,0843,Ground,,Sand Snake Pokémon,2.2,7.6,50,50,52,57,75,35,50,46,315
Sandaconda,https://pokemondb.net/pokedex/sandaconda,0844,Ground,,Sand Snake Pokémon,3.8,65.5,50,50,72,107,125,65,70,71,510
Cramorant,https://pokemondb.net/pokedex/cramorant,0845,Flying,Water,Gulp Pokémon,0.8,18,50,50,70,85,55,85,95,85,475
Arrokuda,https://pokemondb.net/pokedex/arrokuda,0846,Water,,Rush Pokémon,0.5,1,50,50,41,63,40,40,30,66,280
Barraskewda,https://pokemondb.net/pokedex/barraskewda,0847,Water,,Skewer Pokémon,1.3,30,50,50,61,123,60,60,50,136,490
Toxel,https://pokemondb.net/pokedex/toxel,0848,Electric,Poison,Baby Pokémon,0.4,11,50,50,40,38,35,54,35,40,242
Toxtricity,https://pokemondb.net/pokedex/toxtricity,0849,Electric,Poison,Punk Pokémon,1.6,40,50,50,75,98,70,114,70,75,502
Sizzlipede,https://pokemondb.net/pokedex/sizzlipede,0850,Fire,Bug,Radiator Pokémon,0.7,1,50,50,50,65,45,50,50,45,305
Centiskorch,https://pokemondb.net/pokedex/centiskorch,0851,Fire,Bug,Radiator Pokémon,3,120,50,50,100,115,65,90,90,65,525
Clobbopus,https://pokemondb.net/pokedex/clobbopus,0852,Fighting,,Tantrum Pokémon,0.6,4,50,50,50,68,60,50,50,32,310
Grapploct,https://pokemondb.net/pokedex/grapploct,0853,Fighting,,Tantrum Pokémon,1.6,39,50,50,80,118,90,70,80,42,480
Sinistea,https://pokemondb.net/pokedex/sinistea,0854,Ghost,,Black Tea Pokémon,0.1,0.2,0,0,40,45,45,74,54,50,308
Polteageist,https://pokemondb.net/pokedex/polteageist,0855,Ghost,,Black Tea Pokémon,0.2,0.4,0,0,60,65,65,134,114,70,508
Hatenna,https://pokemondb.net/pokedex/hatenna,0856,Psychic,,Calm Pokémon,0.4,3.4,0,100,42,30,45,56,53,39,265
Hattrem,https://pokemondb.net/pokedex/hattrem,0857,Psychic,,Serene Pokémon,0.6,4.8,0,100,57,40,65,86,73,49,370
Hatterene,https://pokemondb.net/pokedex/hatterene,0858,Psychic,Fairy,Silent Pokémon,2.1,5.1,0,100,57,90,95,136,103,29,510
Impidimp,https://pokemondb.net/pokedex/impidimp,0859,Dark,Fairy,Wily Pokémon,0.4,5.5,100,0,45,45,30,55,40,50,265
Morgrem,https://pokemondb.net/pokedex/morgrem,0860,Dark,Fairy,Devious Pokémon,0.8,12.5,100,0,65,60,45,75,55,70,370
Grimmsnarl,https://pokemondb.net/pokedex/grimmsnarl,0861,Dark,Fairy,Bulk Up Pokémon,1.5,61,100,0,95,120,65,95,75,60,510
Obstagoon,https://pokemondb.net/pokedex/obstagoon,0862,Dark,Normal,Blocking Pokémon,1.6,46,50,50,93,90,101,60,81,95,520
Perrserker,https://pokemondb.net/pokedex/perrserker,0863,Steel,,Viking Pokémon,0.8,28,50,50,70,110,100,50,60,50,440
Cursola,https://pokemondb.net/pokedex/cursola,0864,Ghost,,Coral Pokémon,1,0.4,25,75,60,95,50,145,130,30,510
Sirfetch'd,https://pokemondb.net/pokedex/sirfetchd,0865,Fighting,,Wild Duck Pokémon,0.8,117,50,50,62,135,95,68,82,65,507
Mr. Rime,https://pokemondb.net/pokedex/mr-rime,0866,Ice,Psychic,Comedian Pokémon,1.5,58.2,50,50,80,85,75,110,100,70,520
Runerigus,https://pokemondb.net/pokedex/runerigus,0867,Ground,Ghost,Grudge Pokémon,1.6,66.6,50,50,58,95,145,50,105,30,483
Milcery,https://pokemondb.net/pokedex/milcery,0868,Fairy,,Cream Pokémon,0.2,0.3,0,100,45,40,40,50,61,34,270
Alcremie,https://pokemondb.net/pokedex/alcremie,0869,Fairy,,Cream Pokémon,0.3,0.5,0,100,65,60,75,110,121,64,495
Falinks,https://pokemondb.net/pokedex/falinks,0870,Fighting,,Formation Pokémon,3,62,0,0,65,100,100,70,60,75,470
Pincurchin,https://pokemondb.net/pokedex/pincurchin,0871,Electric,,Sea Urchin Pokémon,0.3,1,50,50,48,101,95,91,85,15,435
Snom,https://pokemondb.net/pokedex/snom,0872,Ice,Bug,Worm Pokémon,0.3,3.8,50,50,30,25,35,45,30,20,185
Frosmoth,https://pokemondb.net/pokedex/frosmoth,0873,Ice,Bug,Frost Moth Pokémon,1.3,42,50,50,70,65,60,125,90,65,475
Stonjourner,https://pokemondb.net/pokedex/stonjourner,0874,Rock,,Big Rock Pokémon,2.5,520,50,50,100,125,135,20,20,70,470
Eiscue,https://pokemondb.net/pokedex/eiscue,0875,Ice,,Penguin Pokémon,1.4,89,50,50,75,80,110,65,90,50,470
Indeedee,https://pokemondb.net/pokedex/indeedee,0876,Psychic,Normal,Emotion Pokémon,0.9,28,100,0,60,65,55,105,95,95,475
Morpeko,https://pokemondb.net/pokedex/morpeko,0877,Electric,Dark,Two-Sided Pokémon,0.3,3,50,50,58,95,58,70,58,97,436
Cufant,https://pokemondb.net/pokedex/cufant,0878,Steel,,Copperderm Pokémon,1.2,100,50,50,72,80,49,40,49,40,330
Copperajah,https://pokemondb.net/pokedex/copperajah,0879,Steel,,Copperderm Pokémon,3,650,50,50,122,130,69,80,69,30,500
Dracozolt,https://pokemondb.net/pokedex/dracozolt,0880,Electric,Dragon,Fossil Pokémon,1.8,190,0,0,90,100,90,80,70,75,505
Arctozolt,https://pokemondb.net/pokedex/arctozolt,0881,Electric,Ice,Fossil Pokémon,2.3,150,0,0,90,100,90,90,80,55,505
Dracovish,https://pokemondb.net/pokedex/dracovish,0882,Water,Dragon,Fossil Pokémon,2.3,215,0,0,90,90,100,70,80,75,505
Arctovish,https://pokemondb.net/pokedex/arctovish,0883,Water,Ice,Fossil Pokémon,2,175,0,0,90,90,100,80,90,55,505
Duraludon,https://pokemondb.net/pokedex/duraludon,0884,Steel,Dragon,Alloy Pokémon,1.8,40,50,50,70,95,115,120,50,85,535
Dreepy,https://pokemondb.net/pokedex/dreepy,0885,Dragon,Ghost,Lingering Pokémon,0.5,2,50,50,28,60,30,40,30,82,270
Drakloak,https://pokemondb.net/pokedex/drakloak,0886,Dragon,Ghost,Caretaker Pokémon,1.4,11,50,50,68,80,50,60,50,102,410
Dragapult,https://pokemondb.net/pokedex/dragapult,0887,Dragon,Ghost,Stealth Pokémon,3,50,50,50,88,120,75,100,75,142,600
Zacian,https://pokemondb.net/pokedex/zacian,0888,Fairy,,Warrior Pokémon,2.8,110,0,0,92,120,115,80,115,138,660
Zamazenta,https://pokemondb.net/pokedex/zamazenta,0889,Fighting,,Warrior Pokémon,2.9,210,0,0,92,120,115,80,115,138,660
Eternatus,https://pokemondb.net/pokedex/eternatus,0890,Poison,Dragon,Gigantic Pokémon,20,950,0,0,140,85,95,145,95,130,690
Kubfu,https://pokemondb.net/pokedex/kubfu,0891,Fighting,,Wushu Pokémon,0.6,12,87.5,12.5,60,90,60,53,50,72,385
Urshifu,https://pokemondb.net/pokedex/urshifu,0892,Fighting,Dark,Wushu Pokémon,1.9,105,87.5,12.5,100,130,100,63,60,97,550
Zarude,https://pokemondb.net/pokedex/zarude,0893,Dark,Grass,Rogue Monkey Pokémon,1.8,70,0,0,105,120,105,70,95,105,600
Regieleki,https://pokemondb.net/pokedex/regieleki,0894,Electric,,Electron Pokémon,1.2,145,0,0,80,100,50,100,50,200,580
Regidrago,https://pokemondb.net/pokedex/regidrago,0895,Dragon,,Dragon Orb Pokémon,2.1,200,0,0,200,100,50,100,50,80,580
Glastrier,https://pokemondb.net/pokedex/glastrier,0896,Ice,,Wild Horse Pokémon,2.2,800,0,0,100,145,130,65,110,30,580
Spectrier,https://pokemondb.net/pokedex/spectrier,0897,Ghost,,Swift Horse Pokémon,2,44.5,0,0,100,65,60,145,80,130,580
Calyrex,https://pokemondb.net/pokedex/calyrex,0898,Psychic,Grass,King Pokémon,1.1,7.7,0,0,100,80,80,80,80,80,500
Wyrdeer,https://pokemondb.net/pokedex/wyrdeer,0899,Normal,Psychic,Big Horn Pokémon,1.8,95.1,50,50,103,105,72,105,75,65,525
Kleavor,https://pokemondb.net/pokedex/kleavor,0900,Bug,Rock,Axe Pokémon,1.8,89,50,50,70,135,95,45,70,85,500
Ursaluna,https://pokemondb.net/pokedex/ursaluna,0901,Ground,Normal,Peat Pokémon,2.4,290,50,50,130,140,105,45,80,50,550
Basculegion,https://pokemondb.net/pokedex/basculegion,0902,Water,Ghost,Big Fish Pokémon,3,110,100,0,120,112,65,80,75,78,530
Sneasler,https://pokemondb.net/pokedex/sneasler,0903,Fighting,Poison,Free Climb Pokémon,1.3,43,50,50,80,130,60,40,80,120,510
Overqwil,https://pokemondb.net/pokedex/overqwil,0904,Dark,Poison,Pin Cluster Pokémon,2.5,60.5,50,50,85,115,95,65,65,85,510
Enamorus,https://pokemondb.net/pokedex/enamorus,0905,Fairy,Flying,Love-Hate Pokémon,1.6,48,0,100,74,115,70,135,80,106,580
Sprigatito,https://pokemondb.net/pokedex/sprigatito,0906,Grass,,Grass Cat Pokémon,0.4,4.1,87.5,12.5,40,61,54,45,45,65,310
Floragato,https://pokemondb.net/pokedex/floragato,0907,Grass,,Grass Cat Pokémon,0.9,12.2,87.5,12.5,61,80,63,60,63,83,410
Meowscarada,https://pokemondb.net/pokedex/meowscarada,0908,Grass,Dark,Magician Pokémon,1.5,31.2,87.5,12.5,76,110,70,81,70,123,530
Fuecoco,https://pokemondb.net/pokedex/fuecoco,0909,Fire,,Fire Croc Pokémon,0.4,9.8,87.5,12.5,67,45,59,63,40,36,310
Crocalor,https://pokemondb.net/pokedex/crocalor,0910,Fire,,Fire Croc Pokémon,1,30.7,87.5,12.5,81,55,78,90,58,49,411
Skeledirge,https://pokemondb.net/pokedex/skeledirge,0911,Fire,Ghost,Singer Pokémon,1.6,326.5,87.5,12.5,104,75,100,110,75,66,530
Quaxly,https://pokemondb.net/pokedex/quaxly,0912,Water,,Duckling Pokémon,0.5,6.1,87.5,12.5,55,65,45,50,45,50,310
Quaxwell,https://pokemondb.net/pokedex/quaxwell,0913,Water,,Practicing Pokémon,1.2,21.5,87.5,12.5,70,85,65,65,60,65,410
Quaquaval,https://pokemondb.net/pokedex/quaquaval,0914,Water,Fighting,Dancer Pokémon,1.8,61.9,87.5,12.5,85,120,80,85,75,85,530
Lechonk,https://pokemondb.net/pokedex/lechonk,0915,Normal,,Hog Pokémon,0.5,10.2,50,50,54,45,40,35,45,35,254
Oinkologne,https://pokemondb.net/pokedex/oinkologne,0916,Normal,,Hog Pokémon,1,120,100,0,110,100,75,59,80,65,489
Tarountula,https://pokemondb.net/pokedex/tarountula,0917,Bug,,String Ball Pokémon,0.3,4,50,50,35,41,45,29,40,20,210
Spidops,https://pokemondb.net/pokedex/spidops,0918,Bug,,Trap Pokémon,1,16.5,50,50,60,79,92,52,86,35,404
Nymble,https://pokemondb.net/pokedex/nymble,0919,Bug,,Grasshopper Pokémon,0.2,1,50,50,33,46,40,21,25,45,210
Lokix,https://pokemondb.net/pokedex/lokix,0920,Bug,Dark,Grasshopper Pokémon,1,17.5,50,50,71,102,78,52,55,92,450
Pawmi,https://pokemondb.net/pokedex/pawmi,0921,Electric,,Mouse Pokémon,0.3,2.5,50,50,45,50,20,40,25,60,240
Pawmo,https://pokemondb.net/pokedex/pawmo,0922,Electric,Fighting,Mouse Pokémon,0.4,6.5,50,50,60,75,40,50,40,85,350
Pawmot,https://pokemondb.net/pokedex/pawmot,0923,Electric,Fighting,Hands-On Pokémon,0.9,41,50,50,70,115,70,70,60,105,490
Tandemaus,https://pokemondb.net/pokedex/tandemaus,0924,Normal,,Couple Pokémon,0.3,1.8,0,0,50,50,45,40,45,75,305
Maushold,https://pokemondb.net/pokedex/maushold,0925,Normal,,Family Pokémon,0.3,2.8,0,0,74,75,70,65,75,111,470
Fidough,https://pokemondb.net/pokedex/fidough,0926,Fairy,,Puppy Pokémon,0.3,10.9,50,50,37,55,70,30,55,65,312
Dachsbun,https://pokemondb.net/pokedex/dachsbun,0927,Fairy,,Dog Pokémon,0.5,14.9,50,50,57,80,115,50,80,95,477
Smoliv,https://pokemondb.net/pokedex/smoliv,0928,Grass,Normal,Olive Pokémon,0.3,6.5,50,50,41,35,45,58,51,30,260
Dolliv,https://pokemondb.net/pokedex/dolliv,0929,Grass,Normal,Olive Pokémon,0.6,11.9,50,50,52,53,60,78,78,33,354
Arboliva,https://pokemondb.net/pokedex/arboliva,0930,Grass,Normal,Olive Pokémon,1.4,48.2,50,50,78,69,90,125,109,39,510
Squawkabilly,https://pokemondb.net/pokedex/squawkabilly,0931,Normal,Flying,Parrot Pokémon,0.6,2.4,50,50,82,96,51,45,51,92,417
Nacli,https://pokemondb.net/pokedex/nacli,0932,Rock,,Rock Salt Pokémon,0.4,16,50,50,55,55,75,35,35,25,280
Naclstack,https://pokemondb.net/pokedex/naclstack,0933,Rock,,Rock Salt Pokémon,0.6,105,50,50,60,60,100,35,65,35,355
Garganacl,https://pokemondb.net/pokedex/garganacl,0934,Rock,,Rock Salt Pokémon,2.3,240,50,50,100,100,130,45,90,35,500
Charcadet,https://pokemondb.net/pokedex/charcadet,0935,Fire,,Fire Child Pokémon,0.6,10.5,50,50,40,50,40,50,40,35,255
Armarouge,https://pokemondb.net/pokedex/armarouge,0936,Fire,Psychic,Fire Warrior Pokémon,1.5,85,50,50,85,60,100,125,80,75,525
Ceruledge,https://pokemondb.net/pokedex/ceruledge,0937,Fire,Ghost,Fire Blades Pokémon,1.6,62,50,50,75,125,80,60,100,85,525
Tadbulb,https://pokemondb.net/pokedex/tadbulb,0938,Electric,,EleTadpole Pokémon,0.3,0.4,50,50,61,31,41,59,35,45,272
Bellibolt,https://pokemondb.net/pokedex/bellibolt,0939,Electric,,EleFrog Pokémon,1.2,113,50,50,109,64,91,103,83,45,495
Wattrel,https://pokemondb.net/pokedex/wattrel,0940,Electric,Flying,Storm Petrel Pokémon,0.4,3.6,50,50,40,40,35,55,40,70,280
Kilowattrel,https://pokemondb.net/pokedex/kilowattrel,0941,Electric,Flying,Frigatebird Pokémon,1.4,38.6,50,50,70,70,60,105,60,125,490
Maschiff,https://pokemondb.net/pokedex/maschiff,0942,Dark,,Rascal Pokémon,0.5,16,50,50,60,78,60,40,51,51,340
Mabosstiff,https://pokemondb.net/pokedex/mabosstiff,0943,Dark,,Boss Pokémon,1.1,61,50,50,80,120,90,60,70,85,505
Shroodle,https://pokemondb.net/pokedex/shroodle,0944,Poison,Normal,Toxic Mouse Pokémon,0.2,0.7,50,50,40,65,35,40,35,75,290
Grafaiai,https://pokemondb.net/pokedex/grafaiai,0945,Poison,Normal,Toxic Monkey Pokémon,0.7,27.2,50,50,63,95,65,80,72,110,485
Bramblin,https://pokemondb.net/pokedex/bramblin,0946,Grass,Ghost,Tumbleweed Pokémon,0.6,0.6,50,50,40,65,30,45,35,60,275
Brambleghast,https://pokemondb.net/pokedex/brambleghast,0947,Grass,Ghost,Tumbleweed Pokémon,1.2,6,50,50,55,115,70,80,70,90,480
Toedscool,https://pokemondb.net/pokedex/toedscool,0948,Ground,Grass,Woodear Pokémon,0.9,33,50,50,40,40,35,50,100,70,335
Toedscruel,https://pokemondb.net/pokedex/toedscruel,0949,Ground,Grass,Woodear Pokémon,1.9,58,50,50,80,70,65,80,120,100,515
Klawf,https://pokemondb.net/pokedex/klawf,0950,Rock,,Ambush Pokémon,1.3,79,50,50,70,100,115,35,55,75,450
Capsakid,https://pokemondb.net/pokedex/capsakid,0951,Grass,,Spicy Pepper Pokémon,0.3,3,50,50,50,62,40,62,40,50,304
Scovillain,https://pokemondb.net/pokedex/scovillain,0952,Grass,Fire,Spicy Pepper Pokémon,0.9,15,50,50,65,108,65,108,65,75,486
Rellor,https://pokemondb.net/pokedex/rellor,0953,Bug,,Rolling Pokémon,0.2,1,50,50,41,50,60,31,58,30,270
Rabsca,https://pokemondb.net/pokedex/rabsca,0954,Bug,Psychic,Rolling Pokémon,0.3,3.5,50,50,75,50,85,115,100,45,470
Flittle,https://pokemondb.net/pokedex/flittle,0955,Psychic,,Frill Pokémon,0.2,1.5,50,50,30,35,30,55,30,75,255
Espathra,https://pokemondb.net/pokedex/espathra,0956,Psychic,,Ostrich Pokémon,1.9,90,50,50,95,60,60,101,60,105,481
Tinkatink,https://pokemondb.net/pokedex/tinkatink,0957,Fairy,Steel,Metalsmith Pokémon,0.4,8.9,0,100,50,45,45,35,64,58,297
Tinkatuff,https://pokemondb.net/pokedex/tinkatuff,0958,Fairy,Steel,Hammer Pokémon,0.7,59.1,0,100,65,55,55,45,82,78,380
Tinkaton,https://pokemondb.net/pokedex/tinkaton,0959,Fairy,Steel,Hammer Pokémon,0.7,112.8,0,100,85,75,77,70,105,94,506
Wiglett,https://pokemondb.net/pokedex/wiglett,0960,Water,,Garden Eel Pokémon,1.2,1.8,50,50,10,55,25,35,25,95,245
Wugtrio,https://pokemondb.net/pokedex/wugtrio,0961,Water,,Garden Eel Pokémon,1.2,5.4,50,50,35,100,50,50,70,120,425
Bombirdier,https://pokemondb.net/pokedex/bombirdier,0962,Flying,Dark,Item Drop Pokémon,1.5,42.9,50,50,70,103,85,60,85,82,485
Finizen,https://pokemondb.net/pokedex/finizen,0963,Water,,Dolphin Pokémon,1.3,60.2,50,50,70,45,40,45,40,75,315
Palafin,https://pokemondb.net/pokedex/palafin,0964,Water,,Dolphin Pokémon,1.3,60.2,50,50,100,70,72,53,62,100,457
Varoom,https://pokemondb.net/pokedex/varoom,0965,Steel,Poison,Single-Cyl Pokémon,1,35,50,50,45,70,63,30,45,47,300
Revavroom,https://pokemondb.net/pokedex/revavroom,0966,Steel,Poison,Multi-Cyl Pokémon,1.8,120,50,50,80,119,90,54,67,90,500
Cyclizar,https://pokemondb.net/pokedex/cyclizar,0967,Dragon,Normal,Mount Pokémon,1.6,63,50,50,70,95,65,85,65,121,501
Orthworm,https://pokemondb.net/pokedex/orthworm,0968,Steel,,Earthworm Pokémon,2.5,310,50,50,70,85,145,60,55,65,480
Glimmet,https://pokemondb.net/pokedex/glimmet,0969,Rock,Poison,Ore Pokémon,0.7,8,50,50,48,35,42,105,60,60,350
Glimmora,https://pokemondb.net/pokedex/glimmora,0970,Rock,Poison,Ore Pokémon,1.5,45,50,50,83,55,90,130,81,86,525
Greavard,https://pokemondb.net/pokedex/greavard,0971,Ghost,,Ghost Dog Pokémon,0.6,35,50,50,50,61,60,30,55,34,290
Houndstone,https://pokemondb.net/pokedex/houndstone,0972,Ghost,,Ghost Dog Pokémon,2,15,50,50,72,101,100,50,97,68,488
Flamigo,https://pokemondb.net/pokedex/flamigo,0973,Flying,Fighting,Synchronize Pokémon,1.6,37,50,50,82,115,74,75,64,90,500
Cetoddle,https://pokemondb.net/pokedex/cetoddle,0974,Ice,,Terra Whale Pokémon,1.2,45,50,50,108,68,45,30,40,43,334
Cetitan,https://pokemondb.net/pokedex/cetitan,0975,Ice,,Terra Whale Pokémon,4.5,700,50,50,170,113,65,45,55,73,521
Veluza,https://pokemondb.net/pokedex/veluza,0976,Water,Psychic,Jettison Pokémon,2.5,90,50,50,90,102,73,78,65,70,478
